id,customer_account_id,side,instrument,quantity,price,amount,created_at
tr_eb83f0f60dad46c28c292bbdc7308721,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(925880,4,EUR)","(555,2,EUR)",2024-12-23T14:31:10.440Z
tr_97500d68c54e4a82861643dd6fe55dfa,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(925880,4,EUR)","(555,2,EUR)",2024-12-23T14:31:10.176Z
tr_8860581610614833a76c8d892ab0f32b,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(925880,4,EUR)","(555,2,EUR)",2024-12-23T14:31:09.651Z
tr_630b8bc2835a4fed974ae7df55b8d8cc,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(925880,4,EUR)","(555,2,EUR)",2024-12-23T14:31:09.600Z
tr_d5472d36faa84ef895e98b192c961b2b,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(925880,4,EUR)","(555,2,EUR)",2024-12-23T14:31:09.350Z
tr_3853aa3b012f4c088068158e509c9bee,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(925880,4,EUR)","(555,2,EUR)",2024-12-23T14:31:09.244Z
tr_34b4ad0fe2fd44afab56f5511fd261a2,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(925880,4,EUR)","(555,2,EUR)",2024-12-23T14:31:08.555Z
tr_b47f55f02ee347298bbee52285d2534e,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(925880,4,EUR)","(555,2,EUR)",2024-12-23T14:31:08.475Z
tr_365311a1ff7f490da8441b349e1aae35,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(925880,4,EUR)","(555,2,EUR)",2024-12-23T14:31:08.163Z
tr_0b806b27b30b4366af8519f8c8b9e484,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(925880,4,EUR)","(555,2,EUR)",2024-12-23T14:31:08.136Z
tr_5bee221cb6e1452e955630156d3f6928,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(925880,4,EUR)","(555,2,EUR)",2024-12-23T14:31:08.131Z
tr_ae5151b12c774775a3b6f6adc661d5ce,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(925880,4,EUR)","(555,2,EUR)",2024-12-23T14:31:08.072Z
tr_391c7bc717f2455aa46063e5a575ed59,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(925880,4,EUR)","(555,2,EUR)",2024-12-23T14:31:07.894Z
tr_2fdd8d4181094632a479d40738f9de3d,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(4000,5)","(925880,4,EUR)","(370,2,EUR)",2024-12-23T14:31:07.797Z
tr_520813e0c0fb4884993e28ab2243ea29,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(925880,4,EUR)","(555,2,EUR)",2024-12-23T14:31:00.846Z
tr_2cbad55f481c4f4d81fd0a10f9487321,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(2000,5)","(925880,4,EUR)","(185,2,EUR)",2024-12-23T14:30:54.723Z
tr_b2780b631edf45fe8230518e1964c6b5,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5395,5)","(926720,4,EUR)","(500,2,EUR)",2024-12-23T14:30:10.328Z
tr_e3dc5a165b084f678bd427b2de9fd47d,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5395,5)","(926720,4,EUR)","(500,2,EUR)",2024-12-23T14:30:10.265Z
tr_eeed230b13b048c29f0ec39ac5b9926c,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5395,5)","(926720,4,EUR)","(500,2,EUR)",2024-12-23T14:30:10.210Z
tr_c294010204754bb78fc979ddc0914a9d,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5395,5)","(926720,4,EUR)","(500,2,EUR)",2024-12-23T14:30:10.165Z
tr_937a4ffe00184d49a132407f2d5d8eb2,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5395,5)","(926720,4,EUR)","(500,2,EUR)",2024-12-23T14:30:10.056Z
tr_45c31c29b31b42ac95072a8a9b9708b1,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5395,5)","(926720,4,EUR)","(500,2,EUR)",2024-12-23T14:30:10.053Z
tr_c576ee74c8c441d9ab211258f26e9561,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5395,5)","(926720,4,EUR)","(500,2,EUR)",2024-12-23T14:30:09.990Z
tr_91a31b40a1c44d7185a20a77db26216e,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5395,5)","(926720,4,EUR)","(500,2,EUR)",2024-12-23T14:30:09.450Z
tr_d50e857443d54be6a7ab17d79dbce1c0,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5395,5)","(926720,4,EUR)","(500,2,EUR)",2024-12-23T14:30:08.514Z
tr_6647f4693571431aabcd4cf86b683c8b,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5395,5)","(926720,4,EUR)","(500,2,EUR)",2024-12-23T14:30:08.111Z
tr_91f77a8d5e54441bb7be3b5f1d110f9e,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5395,5)","(926720,4,EUR)","(500,2,EUR)",2024-12-23T14:30:07.916Z
tr_c483c18a38604d73b26ef98202496df5,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5395,5)","(926720,4,EUR)","(500,2,EUR)",2024-12-23T14:30:07.657Z
tr_52c0d46911fe449787c65ce91d06fb7e,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5395,5)","(926720,4,EUR)","(500,2,EUR)",2024-12-23T14:30:07.370Z
tr_f7fd1e543765406fabe3cf9c7b8eff7a,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5395,5)","(926720,4,EUR)","(500,2,EUR)",2024-12-23T14:30:07.075Z
tr_07e71592b2d241489c6e0f0ecbcc3f25,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5395,5)","(926720,4,EUR)","(500,2,EUR)",2024-12-23T14:30:07.066Z
tr_a9d85b1a5bf9492a9dcdba10eca126b7,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5395,5)","(926720,4,EUR)","(500,2,EUR)",2024-12-23T14:30:06.862Z
tr_9a9e287285e94fbbad396197bb524965,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5395,5)","(926720,4,EUR)","(500,2,EUR)",2024-12-23T14:30:06.771Z
tr_a6aa7a0f063e4ed3add4c33ca111ae56,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5395,5)","(926720,4,EUR)","(500,2,EUR)",2024-12-23T14:30:06.719Z
tr_99bea282755843a1b284789166142c8f,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(910720,4,EUR)","(546,2,EUR)",2024-12-20T14:30:22.899Z
tr_4126d1991ad245d490404712c3347b25,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(910720,4,EUR)","(546,2,EUR)",2024-12-20T14:30:16.444Z
tr_97d9628eabf0453896a02645cb61b6bd,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5477,5)","(912960,4,EUR)","(500,2,EUR)",2024-12-20T14:30:05.038Z
tr_af133d99c7dd4c85b11347aef503f50f,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5477,5)","(912960,4,EUR)","(500,2,EUR)",2024-12-20T14:30:04.965Z
tr_388e7afef32344c9927320035e1bfcd4,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(924680,4,EUR)","(554,2,EUR)",2024-12-19T14:31:03.550Z
tr_af39d3e6ca50423bbfacf05c33ed19bc,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(924680,4,EUR)","(554,2,EUR)",2024-12-19T14:30:58.529Z
tr_2e804f2c6a0e4d5492fb1a51b6054b67,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(924680,4,EUR)","(554,2,EUR)",2024-12-19T14:30:53.887Z
tr_a701d14c219a429db1fbb1dc0814acda,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(924680,4,EUR)","(554,2,EUR)",2024-12-19T14:30:48.813Z
tr_7fe11d3576724813b2693693098998ce,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(924680,4,EUR)","(554,2,EUR)",2024-12-19T14:30:44.100Z
tr_c7d09523dca94f33acc8568546f9fe9d,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(924680,4,EUR)","(554,2,EUR)",2024-12-19T14:30:39.206Z
tr_22233957609c43faa887d8ee0ae03b27,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(924680,4,EUR)","(554,2,EUR)",2024-12-19T14:30:34.463Z
tr_df4d6d20bcc04552a58a17bc2ff38e80,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(924680,4,EUR)","(554,2,EUR)",2024-12-19T14:30:27.953Z
tr_a4d92819f8954c96bf466c80346e7656,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5393,5)","(927060,4,EUR)","(500,2,EUR)",2024-12-19T14:30:06.528Z
tr_e64edd4e68784cc4ab1bbedec5f3603d,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5393,5)","(927060,4,EUR)","(500,2,EUR)",2024-12-19T14:30:06.496Z
tr_ed3e7716555d4635925464e995e2f94c,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5393,5)","(927060,4,EUR)","(500,2,EUR)",2024-12-19T14:30:06.263Z
tr_4fed940915f040a0a8bc71d365618bc8,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5393,5)","(927060,4,EUR)","(500,2,EUR)",2024-12-19T14:30:06.154Z
tr_b0a6a843286243fa98a04de92f25db99,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5393,5)","(927060,4,EUR)","(500,2,EUR)",2024-12-19T14:30:06.009Z
tr_f359c241178447b4914a950b564f6c7a,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5393,5)","(927060,4,EUR)","(500,2,EUR)",2024-12-19T14:30:05.974Z
tr_e3c07937874548489eeadf81a2f4575e,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5393,5)","(927060,4,EUR)","(500,2,EUR)",2024-12-19T14:30:05.970Z
tr_d2b409a86f85412f9607675f884c811e,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5393,5)","(927060,4,EUR)","(500,2,EUR)",2024-12-19T14:30:05.848Z
tr_40e3cb1f5cea4ce48a90ac60f9031b2d,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(942980,4,EUR)","(565,2,EUR)",2024-12-18T14:32:01.612Z
tr_4b642e1352bd4df4a98c0bd2162e2d49,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(942980,4,EUR)","(565,2,EUR)",2024-12-18T14:31:55.996Z
tr_f0ffe1b3e085452fa1d618c9b92704c4,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(942980,4,EUR)","(565,2,EUR)",2024-12-18T14:31:50.611Z
tr_1f0b74a707d74deb8c6cb7fa029da464,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(942980,4,EUR)","(565,2,EUR)",2024-12-18T14:31:42.835Z
tr_8693bdb2a9f745fb98d7aead0b54c53b,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(942980,4,EUR)","(565,2,EUR)",2024-12-18T14:31:34.582Z
tr_1c44369351a342f8904b4821a0a2ccf7,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(942980,4,EUR)","(565,2,EUR)",2024-12-18T14:31:27.761Z
tr_aff55ee5f34c4ad4b239f3a11bc935b8,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(942980,4,EUR)","(565,2,EUR)",2024-12-18T14:31:21.425Z
tr_38e9301cb4594f53b4d2eb98069c0501,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(942980,4,EUR)","(565,2,EUR)",2024-12-18T14:31:16.239Z
tr_881f80f8f9da4cb39a1deb95af4c4ad6,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(942980,4,EUR)","(565,2,EUR)",2024-12-18T14:31:09.259Z
tr_3a11953d10a94088979fc0c125389990,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(942980,4,EUR)","(565,2,EUR)",2024-12-18T14:31:04.132Z
tr_f039daa608c04dccaf4a64d7e7e33755,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(942980,4,EUR)","(565,2,EUR)",2024-12-18T14:30:58.835Z
tr_f5ea32040e2e4d88a3f4e77957ffba46,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(942980,4,EUR)","(565,2,EUR)",2024-12-18T14:30:53.241Z
tr_30fb85fb09f64142a4811d549455d283,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(942980,4,EUR)","(565,2,EUR)",2024-12-18T14:30:47.459Z
tr_fba41cd608014932b4167d573d93bbb6,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(942980,4,EUR)","(565,2,EUR)",2024-12-18T14:30:42.645Z
tr_cc6babc04db44724a56de2483b7c0ea6,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(942980,4,EUR)","(565,2,EUR)",2024-12-18T14:30:37.088Z
tr_64a508effb07450e974bbe254385f0bb,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5291,5)","(944940,4,EUR)","(500,2,EUR)",2024-12-18T14:30:08.089Z
tr_806fe0761eb541f3b8b24b8ac5fe07a5,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5291,5)","(944940,4,EUR)","(500,2,EUR)",2024-12-18T14:30:07.937Z
tr_ae31c6b88f344c68892965609c32d81e,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5291,5)","(944940,4,EUR)","(500,2,EUR)",2024-12-18T14:30:07.710Z
tr_54db9f23046b436eba32c2b694580e44,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5291,5)","(944940,4,EUR)","(500,2,EUR)",2024-12-18T14:30:07.375Z
tr_5198b7b9cbd04d89bdd195278c930162,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5291,5)","(944940,4,EUR)","(500,2,EUR)",2024-12-18T14:30:07.190Z
tr_8ed8ad494c694708902424f02c74d969,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5291,5)","(944940,4,EUR)","(500,2,EUR)",2024-12-18T14:30:07.133Z
tr_a37f933b389744ddbfc9ab8b6bbb1294,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5291,5)","(944940,4,EUR)","(500,2,EUR)",2024-12-18T14:30:07.031Z
tr_399a2f99a4b240759ee3324242d826f5,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5291,5)","(944940,4,EUR)","(500,2,EUR)",2024-12-18T14:30:06.832Z
tr_9963a2fb65b940a294c6de980b15e106,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5291,5)","(944940,4,EUR)","(500,2,EUR)",2024-12-18T14:30:06.778Z
tr_225691c5cce747008d0a5392b66b5b66,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5291,5)","(944940,4,EUR)","(500,2,EUR)",2024-12-18T14:30:06.580Z
tr_fe7c933194254ba2b07848e15c7644ea,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5291,5)","(944940,4,EUR)","(500,2,EUR)",2024-12-18T14:30:06.451Z
tr_d6de85d3d19f40d5bf8a59ebf2eb9514,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5291,5)","(944940,4,EUR)","(500,2,EUR)",2024-12-18T14:30:06.441Z
tr_9d2bd4579fcd4ded90133e5002467032,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(943020,4,EUR)","(565,2,EUR)",2024-12-17T14:32:06.139Z
tr_7b45f0838e3c4eb7b0d09ac1402d516b,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(4000,5)","(943020,4,EUR)","(377,2,EUR)",2024-12-17T14:32:05.910Z
tr_d8327238ed894fa698f1c36b5bc82c9f,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(943020,4,EUR)","(565,2,EUR)",2024-12-17T14:32:04.216Z
tr_29f01f947b1e477699a63448a7cfb599,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(943020,4,EUR)","(565,2,EUR)",2024-12-17T14:32:03.963Z
tr_942531c038c24874a5b60351b2d41ef6,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(943020,4,EUR)","(565,2,EUR)",2024-12-17T14:32:02.941Z
tr_4fdc4d1872d240e2a5db399a8fb62288,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(943020,4,EUR)","(565,2,EUR)",2024-12-17T14:32:02.940Z
tr_78f1877b5eb04b76a998d34b151283a5,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(943020,4,EUR)","(565,2,EUR)",2024-12-17T14:32:02.876Z
tr_585fb5711b4f4bed84b8f48b6cb86386,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(943020,4,EUR)","(565,2,EUR)",2024-12-17T14:32:02.694Z
tr_f908449a172f4c7297a9c040c0ca715b,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(943020,4,EUR)","(565,2,EUR)",2024-12-17T14:32:02.450Z
tr_9f3bcea9ca8a4add813bb58fcff8448f,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(943020,4,EUR)","(565,2,EUR)",2024-12-17T14:32:02.334Z
tr_92f76bd87b38422fb52cf86e1e3ad2b1,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(943020,4,EUR)","(565,2,EUR)",2024-12-17T14:32:01.672Z
tr_32aaf2a7fd824bee8af4ddb49140ca5f,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(943020,4,EUR)","(565,2,EUR)",2024-12-17T14:32:01.115Z
tr_dac00df6b2334704afeffe7d276b36a3,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(943020,4,EUR)","(565,2,EUR)",2024-12-17T14:32:00.732Z
tr_309e73041e3547e4a63f2b27ad5a13bc,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(943020,4,EUR)","(565,2,EUR)",2024-12-17T14:32:00.439Z
tr_54f591d925204d4bb520a506d5fab54f,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(943020,4,EUR)","(565,2,EUR)",2024-12-17T14:31:59.977Z
tr_8e3b3606ce2b47429297e9951e435c98,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(943020,4,EUR)","(565,2,EUR)",2024-12-17T14:31:59.837Z
tr_8a16515b0fd74c70ada4486a8f6db614,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(943020,4,EUR)","(565,2,EUR)",2024-12-17T14:31:59.815Z
tr_f35deb6995a64ed9a5998666fd72f2e9,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(943020,4,EUR)","(565,2,EUR)",2024-12-17T14:31:51.543Z
tr_8147c7ffd667480aa3ed1236ee2ca455,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(943020,4,EUR)","(565,2,EUR)",2024-12-17T14:31:45.911Z
tr_dcb00f31cbee4380ae244c8204ae279e,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(943020,4,EUR)","(565,2,EUR)",2024-12-17T14:31:40.556Z
tr_82904c0460694775833c4aac162e4406,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(943020,4,EUR)","(565,2,EUR)",2024-12-17T14:31:33.337Z
tr_4278ba1b0ce347c7b4edff23b25e9c66,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(943020,4,EUR)","(565,2,EUR)",2024-12-17T14:31:25.723Z
tr_e5250701682e4484b5c4dfc81f5e0c26,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(943020,4,EUR)","(565,2,EUR)",2024-12-17T14:31:19.649Z
tr_e53f61402ac547b7865a1902ff9debc3,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(943020,4,EUR)","(565,2,EUR)",2024-12-17T14:31:14.424Z
tr_14806d2b83fd41dda99e20627e9504a7,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(2000,5)","(943020,4,EUR)","(188,2,EUR)",2024-12-17T14:31:09.439Z
tr_aa4a8afe716045428aa37ca7bc064afa,cusa_e33eb1c5553b4f68ab6891a979d3891b,sell,IE00B441G979,"(6000,5)","(943020,4,EUR)","(565,2,EUR)",2024-12-17T14:31:02.974Z
tr_474f96c6f8544dcf9f5d97d0d43ec76b,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5290,5)","(945220,4,EUR)","(500,2,EUR)",2024-12-17T14:30:19.837Z
tr_5c31ff118dae4d1cb34e9232d541361a,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5290,5)","(945220,4,EUR)","(500,2,EUR)",2024-12-17T14:30:19.094Z
tr_35cff567d6754904b7eaa832206f7c8e,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5290,5)","(945220,4,EUR)","(500,2,EUR)",2024-12-17T14:30:16.661Z
tr_637643f459834ec286b19359ef51f2b0,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5290,5)","(945220,4,EUR)","(500,2,EUR)",2024-12-17T14:30:16.081Z
tr_957ebd897db440059ac18176cff986a1,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5290,5)","(945220,4,EUR)","(500,2,EUR)",2024-12-17T14:30:15.631Z
tr_086525b4ae494a859704e535926d7747,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5290,5)","(945220,4,EUR)","(500,2,EUR)",2024-12-17T14:30:11.396Z
tr_e3284c23cdfd40d5be855d4ee08fd3dd,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5290,5)","(945220,4,EUR)","(500,2,EUR)",2024-12-17T14:30:10.781Z
tr_ad968ed814bf4ef0ad44c9e57a539f53,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5290,5)","(945220,4,EUR)","(500,2,EUR)",2024-12-17T14:30:10.718Z
tr_b3fb3502f3094786b22136ee32ea3adf,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5290,5)","(945220,4,EUR)","(500,2,EUR)",2024-12-17T14:30:10.099Z
tr_705f54debaa6446087d29d22704f9337,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5290,5)","(945220,4,EUR)","(500,2,EUR)",2024-12-17T14:30:09.834Z
tr_e5f0343873694623bbe3c53976d246b8,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5290,5)","(945220,4,EUR)","(500,2,EUR)",2024-12-17T14:30:09.715Z
tr_3e16f8b7f9324bec9f209fbc98123f8a,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5290,5)","(945220,4,EUR)","(500,2,EUR)",2024-12-17T14:30:08.946Z
tr_7409390f92d4466f9ff32879397e016f,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5290,5)","(945220,4,EUR)","(500,2,EUR)",2024-12-17T14:30:08.572Z
tr_13add60ae1924d47895412fc5efdd629,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5290,5)","(945220,4,EUR)","(500,2,EUR)",2024-12-17T14:30:08.409Z
tr_3336cec83e8a45608d855c9feb935fc0,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5290,5)","(945220,4,EUR)","(500,2,EUR)",2024-12-17T14:30:08.008Z
tr_927688c448c2438d873dbb4503433fb1,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5290,5)","(945220,4,EUR)","(500,2,EUR)",2024-12-17T14:30:07.390Z
tr_7f48d1ced7914dfdb134187040128a50,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5290,5)","(945220,4,EUR)","(500,2,EUR)",2024-12-17T14:30:07.329Z
tr_aa8b1ce499c14472a59db18a531ccd8c,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5290,5)","(945220,4,EUR)","(500,2,EUR)",2024-12-17T14:30:07.172Z
tr_b0cbd867bd8b449a9f11cbf5470f9dd0,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5290,5)","(945220,4,EUR)","(500,2,EUR)",2024-12-17T14:30:07.025Z
tr_56467a30a72a40f9a68481d1deb2d35a,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5290,5)","(945220,4,EUR)","(500,2,EUR)",2024-12-17T14:30:06.860Z
tr_9e9171c1730e4b8fa8be827c121e5d84,cusa_e33eb1c5553b4f68ab6891a979d3891b,buy,IE00B441G979,"(5290,5)","(945220,4,EUR)","(500,2,EUR)",2024-12-17T14:30:06.216Z
